
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
574,1993-11-05,2012-12-17,대신,경기도 여주시 초현리,이천지역기상서비스센터(203),37.3751,127.5865,51.31,,,,
575,2021-10-15,,용인이동,경기도 용인시 처인구 신원리,,37.1058,127.1877,51.18,,,,
575,2020-10-07,2021-10-15,용인이동,경기도 용인시 처인구 신원리,,37.1058,127.1877,51.18,,,,
575,2017-08-25,2020-10-07,용인이동,경기도 용인시 처인구 신원리,,37.1058,127.1877,48.1,,,,
575,2016-08-01,2017-08-25,용인이동,경기도 용인시 처인구 신원리,,37.106,127.188,48,,,,
575,2014-12-23,2016-08-01,이동,경기도 용인시 처인구 신원리,,37.106,127.188,48,,,,
575,1993-11-17,2014-12-23,이동,경기도 용인시 처인구 신원리,수도권기상청(119),37.1399,127.198,59,,,,
576,2020-10-08,,백암,경기도 용인시 처인구 용천리,,37.1297,127.3663,111.46,,,,
576,2017-08-25,2020-10-08,백암,경기도 용인시 처인구 근삼리,,37.1297,127.3663,111.46,,,,
576,2015-07-13,2017-08-25,백암,경기도 용인시 처인구 근삼리,,37.1268,127.3686,114,,,,
576,2014-12-04,2015-07-13,백암,경기도 용인시 처인구 용천리,이천지역기상서비스센터(203),37.1268,127.3686,114,,,,
576,1993-11-16,2014-12-04,백암,경기도 용인시 처인구 백암리,이천지역기상서비스센터(203),37.1634,127.3755,111.98,,,,
577,2024-12-19,,장봉도,인천광역시 옹진군 장봉리,인천기상대(112),37.5335,126.3366,9,,,,
577,2023-11-01,2024-12-19,장봉도,인천광역시 옹진군 장봉리,인천기상대(112),37.5341,126.3365,11.41,,,,
577,1993-09-04,2023-11-01,장봉도,인천광역시 옹진군 장봉리,인천기상대(112),37.5341,126.3365,11.41,,,,
578,2024-09-25,,호도,충청남도 보령시 녹도리,대전지방기상청(133),36.3012,126.2663,8.09,,,,
578,2015-07-13,2024-09-25,호도,충청남도 보령시 녹도리,대전지방기상청(133),36.3012,126.2663,8.09,,,,
578,2013-12-18,2015-07-13,호도,충청남도 보령시 녹도리,보령지역기상서비스센터(235),36.3011,126.2664,10,,,,
578,1993-09-13,2013-12-17,용유도,인천광역시 중구 남북동,인천기상대(112),37.450,126.420,15,,,,
579,2020-10-21,,하장,강원특별자치도 삼척시 하장면 장전리,강릉(구 105),37.3668,128.9133,607.24,,,,
579,2017-01-13,2020-10-21,하장,강원도 삼척시 장전리,강릉(구 105),37.3668,128.9133,607.24,,,,
579,2015-07-13,2017-01-13,하장,강원도 삼척시 장전리,강릉(구 105),37.3669,128.9133,609.21,,,,
579,2012-12-07,2015-07-13,하장,강원도 삼척시 장전리,동해기상대(106),37.3666,128.9129,615,,,,
579,1993-09-14,2012-12-07,하장,강원도 삼척시 광동리,동해기상대(106),37.3495,128.9431,653.84,,,,
580,2023-11-01,,옥계,강원특별자치도 강릉시 옥계면 현내리,강릉(구 105),37.6135,129.0289,58.41,,,,
580,2015-07-13,2023-11-01,옥계,강원특별자치도 강릉시 옥계면 현내리,강릉(구 105),37.6135,129.0289,58.41,,,,
580,2012-11-07,2015-07-13,옥계,강원도 강릉시 현내리,동해기상대(106),37.6135,129.0288,48,,,,
580,1993-09-13,2012-11-07,옥계,강원도 강릉시 현내리,동해기상대(106),37.6126,129.0378,15.06,,,,
581,2021-10-15,,상동,강원특별자치도 영월군 상동읍 내덕리,강릉(구 105),37.1166,128.7744,422.1,,,,
581,2015-07-13,2021-10-15,상동,강원도 영월군 내덕리,강릉(구 105),37.1166,128.7744,422.1,,,,
581,2010-12-10,2015-07-13,상동,강원도 영월군 내덕리,영월기상대(121),37.1164,128.7742,420,,,,
581,2007-08-01,2010-12-10,상동,강원도 영월군 내덕리,영월기상대(121),37.1293,128.8292,509,,,,
581,2004-03-25,2007-08-01,상동,강원도 영월군 내덕리,영월기상대(121),37.1293,128.8292,509,,,,
581,1993-09-09,2004-03-25,상동,강원도 영월군 내덕리,영월기상대(121),37.1409,128.8385,510,,,,
582,2020-01-03,,신림,강원특별자치도 원주시 신림면 신림리,강릉(구 105),37.2315,128.0799,328.01,,,,
582,2015-07-13,2020-01-03,신림,강원도 원주시 신림리,강릉(구 105),37.2315,128.0799,328.01,,,,
582,2013-11-01,2015-07-13,신림,강원도 원주시 신림리,원주기상대(114),37.2314,128.0799,330.28,,,,
582,2010-11-24,2013-10-29,신림,강원도 원주시 신림리,원주기상대(114),37.2314,128.0799,327,,,,
582,2007-08-14,2010-11-24,신림,강원도 원주시 신림리,원주기상대(114),37.2278,128.0829,331,,,,
582,1993-09-07,2007-08-14,신림,강원도 원주시 신림리,원주기상대(114),37.2278,128.0829,331,,,,
583,2015-07-13,,안흥,강원특별자치도 횡성군 안흥면 소사리,강릉(구 105),37.4646,128.1551,534.72,,,,
583,2013-12-26,2015-07-13,안흥,강원도 횡성군 소사리,원주기상대(114),37.4646,128.1551,530,,,,
583,2007-08-13,2013-12-26,안흥,강원도 횡성군 안흥리,원주기상대(114),37.4125,128.1561,430.66,,,,
583,1993-09-08,2007-08-13,안흥,강원도 횡성군 안흥리,원주기상대(114),37.410,128.1568,430,,,,
584,1993-09-08,2010-12-04,정선북,강원도 정선군 여량리,영월기상대(121),37.4711,128.7245,386,,,,
585,2023-11-01,,신남,강원특별자치도 인제군 남면 신풍리,강릉(구 105),37.960,128.0742,235.78,,,,
585,2020-10-23,2023-11-01,신남,강원특별자치도 인제군 남면 신풍리,강릉(구 105),37.960,128.0742,235.78,,,,
585,1993-10-19,2020-10-23,신남,강원도 인제군 신남리,강릉(구 105),37.966,128.0834,236.41,,,,
586,2024-10-16,,북산,강원특별자치도 춘천시 북산면 추곡리,춘천기상대(101),38.0321,127.8769,225.91,,,,
586,2020-10-23,2024-10-16,북산,강원특별자치도 춘천시 북산면 추곡리,춘천기상대(101),38.0321,127.8769,225.91,,,,
586,2015-08-05,2020-10-23,북산,강원도 춘천시 추곡리,춘천기상대(101),38.0321,127.8769,226,,,,
586,1993-10-19,2015-08-05,북산,강원도 춘천시 오항리,춘천기상대(101),37.9876,127.8858,240.61,,,,
587,2024-10-15,,방산,강원특별자치도 양구군 방산면 송현리,춘천기상대(101),38.2264,127.9533,276.94,,,,
587,2012-10-08,2024-10-15,방산,강원특별자치도 양구군 방산면 송현리,춘천기상대(101),38.2264,127.9533,276.94,,,,
587,1993-10-08,2012-10-08,방산,강원도 양구군 현리,춘천기상대(101),38.2091,127.9495,262.19,,,,
588,2021-10-15,,남산,강원특별자치도 춘천시 남산면 방곡리,춘천기상대(101),37.7907,127.6429,83.37,,,,
588,1993-10-20,2021-10-15,남산,강원도 춘천시 창촌리,춘천기상대(101),37.7907,127.6429,83.37,,,,
589,2022-09-27,,고양고봉,경기도 고양시 일산동구 성석동,,37.7024,126.7903,59.07,,,,
589,2017-08-25,2022-09-27,고양고봉,경기도 고양시 일산동구 성석동,,37.7024,126.7903,59.07,,,,
589,2015-07-13,2017-08-25,능곡,경기도 고양시 일산동구 성석동,,37.7024,126.7903,58,,,,
589,2012-07-17,2015-07-13,능곡,경기도 고양시 일산동구 성석동,파주기상대(99),37.7024,126.7903,58,,,,
589,2010-08-16,2012-07-17,능곡,경기도 고양시 일산동구 장항동,파주기상대(99),37.6205,126.7943,11.51,,,,
589,1994-12-11,2010-08-16,능곡,경기도 고양시 일산동구 장항동,서울기상관측소(108),37.6372,126.7586,10,,,,
590,2010-12-14,,과천,경기도 과천시 과천동,,37.4403,127.0025,46.6,,,,
590,2010-11-01,2010-12-14,과천,경기도 과천시 중앙동,수도권기상청(119),37.426,126.989,70,,,,
590,2010-10-05,2010-11-01,과천,경기도 과천시 중앙동,수도권기상청(119),37.426,126.989,70,,,,
590,2010-08-16,2010-10-05,과천,경기도 과천시 중앙동,인천기상대(112),37.4263,126.9887,70,,,,
590,2007-08-29,2010-08-16,과천,경기도 과천시 중앙동,서울기상관측소(108),37.4263,126.9887,70,,,,
590,1994-12-12,2007-08-29,과천,경기도 과천시 중앙동,서울기상관측소(108),37.4263,126.9887,70,,,,
591,2020-01-03,,치악산,강원특별자치도 원주시 소초면 학곡리,강릉(구 105),37.4155,128.0505,267.66,,,,
591,2015-07-13,2020-01-03,치악산,강원도 원주시 학곡리,강릉(구 105),37.4155,128.0505,267.66,,,,
591,2009-09-01,2015-07-13,치악산,강원도 원주시 학곡리,원주기상대(114),37.4155,128.0505,268.45,,,,
591,2007-08-15,2009-09-01,치악산,강원도 원주시 학곡리,원주기상대(114),37.430,128.030,282,,,,
591,1994-12-15,2007-08-15,치악산,강원도 원주시 학곡리,원주기상대(114),37.430,128.030,282,,,,
592,2020-01-03,,부론,강원특별자치도 원주시 부론면 흥호리,강릉(구 105),37.2316,127.7487,52.7,,,,
592,2015-07-13,2020-01-03,부론,강원도 원주시 흥호리,강릉(구 105),37.2316,127.7487,52.7,,,,
592,2011-11-01,2015-07-13,부론,강원도 원주시 흥호리,원주기상대(114),37.2316,127.7487,52,,,,
592,2007-08-16,2011-11-01,부론,강원도 원주시 법천리,원주기상대(114),37.2075,127.7505,64.08,,,,
592,1994-12-16,2007-08-16,부론,강원도 원주시 법천리,원주기상대(114),37.2045,127.753,64,,,,
593,2021-10-15,,양양영덕,강원특별자치도 양양군 서면 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2020-09-17,2021-10-15,양양영덕,강원도 양양군 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2017-01-13,2020-09-17,양양영덕,강원도 양양군 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2011-11-02,2017-01-13,양양영덕,강원도 양양군 영덕리,강릉(구 105),38.0074,128.5407,146.05,,,,
593,1994-12-14,2011-11-01,서림,강원도 양양군 서림리,강릉(구 105),37.9811,128.5265,159.8,,,,
594,2024-10-15,,서화,강원특별자치도 인제군 서화면 서화리,강릉(구 105),38.2533,128.210,316,,,,
594,2017-01-13,2024-10-15,서화,강원특별자치도 인제군 서화면 서화리,강릉(구 105),38.2533,128.210,316,,,,
594,2013-12-12,2017-01-13,서화,강원도 인제군 서화리,강릉(구 105),38.2533,128.210,316,,,,
594,2007-08-17,2013-12-12,서화,강원도 인제군 천도리,춘천기상대(101),38.2183,128.2085,311,,,,
594,1994-12-13,2007-08-17,서화,강원도 인제군 천도리,속초기상대(90),38.2168,128.2102,311,,,,
595,2019-04-26,,진부령,강원특별자치도 고성군 간성읍 흘리,강릉(구 105),38.2641,128.3742,586.53,,,,
595,2017-01-13,2019-04-26,진부령,강원도 고성군 흘리,강릉(구 105),38.2641,128.3742,586.53,,,,
595,2015-07-13,2017-01-13,진부령,강원도 고성군 흘리,강릉(구 105),38.2664,128.374,596.25,,,,
595,2009-06-29,2015-07-13,진부령,강원도 고성군 흘리,속초기상대(90),38.2664,128.374,596.25,,,,
595,2007-08-08,2009-06-29,진부령,강원도 고성군 흘리,속초기상대(90),38.2664,128.374,600.6,,,,
595,2006-11-29,2007-08-08,진부령,강원도 고성군 흘리,속초기상대(90),38.2664,128.374,600.6,,,,
595,1998-04-27,2006-11-29,진부령,강원도 고성군 흘리,속초기상대(90),38.2667,128.3833,620,,,,
595,1994-12-13,1998-04-27,진부령,강원도 고성군 흘리,속초기상대(90),38.260,128.380,520,,,,
596,2020-01-03,,오색,강원특별자치도 양양군 서면 오색리,강릉(구 105),38.077,128.4933,240.99,,,,
596,2017-01-13,2020-01-03,오색,강원도 양양군 오색리,강릉(구 105),38.077,128.4933,240.99,,,,
596,2012-11-15,2017-01-13,오색,강원도 양양군 오색리,강릉(구 105),38.077,128.4932,237.73,,,,
596,2007-08-07,2012-11-15,오색,강원도 양양군 오색리,강릉(구 105),38.0775,128.451,337.35,,,,
596,1994-12-14,2007-08-07,오색,강원도 양양군 오색리,강릉(구 105),38.070,128.450,337,,,,
597,2015-07-13,,대화,강원특별자치도 평창군 대화면 신리,강릉(구 105),37.5455,128.4411,561.85,,,,
597,2012-11-16,2015-07-13,대화,강원도 평창군 신리,대관령기상대(100),37.5455,128.4411,562.81,,,,
597,2007-08-03,2012-11-16,대화,강원도 평창군 대화리,대관령기상대(100),37.5009,128.4585,445.58,,,,
597,1994-12-15,2007-08-03,대화,강원도 평창군 대화리,대관령기상대(100),37.4927,128.4594,445,,,,
598,2021-09-15,,양주,경기도 양주시 가납리,,37.8312,126.9905,87.76,,,,
598,2015-07-13,2021-09-15,양주,경기도 양주시 가납리,,37.8312,126.9905,87.76,,,,
598,2003-10-19,2015-07-13,양주,경기도 양주시 가납리,파주기상대(99),37.8312,126.9905,85.22,,,,
598,1998-04-14,2003-10-19,양주,경기도 양주시 가납리,파주기상대(99),37.830,127.000,106,,,,
598,1995-02-11,1998-04-14,광적,경기도 양주시 가납리,서울기상관측소(108),37.830,127.000,78,,,,
599,2021-07-13,,광릉,경기도 포천시 직동리,,37.7617,127.1698,105.82,,,,
599,2015-07-13,2021-07-13,광릉,경기도 포천시 직동리,,37.7617,127.1698,105.82,,,,
599,1998-04-14,2015-07-13,광릉,경기도 포천시 직동리,동두천지역기상서비스센터(98),37.7617,127.1698,101.49,,,,
599,1992-02-15,1998-04-14,광릉,경기도 포천시 직동리,서울기상관측소(108),37.7538,127.1722,104,,,,
600,2024-10-03,,금왕,충청북도 음성군 용계리,청주기상대(131),36.9737,127.5897,131.87,,,,
600,2023-11-01,2024-10-03,금왕,충청북도 음성군 용계리,청주기상대(131),36.9737,127.5897,131.87,,,,
600,2017-08-25,2023-11-01,금왕,충청북도 음성군 용계리,청주기상대(131),36.9737,127.5897,131.87,,,,
600,2015-07-13,2017-08-25,금왕,충청북도 음성군 용계리,청주기상대(131),36.9737,127.5897,131.98,,,,
600,2011-11-01,2015-07-13,금왕,충청북도 음성군 용계리,충주지역기상서비스센터(127),36.9737,127.5897,131.98,,,,
600,2001-06-19,2011-11-01,금왕,충청북도 음성군 무극리,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
600,1990-06-04,2001-06-19,금왕,충청북도 음성군 무극리,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
601,2024-10-01,,단양,충청북도 단양군 도담리,청주기상대(131),37.002,128.3469,147.07,,,,
601,2023-06-28,2024-10-01,단양,충청북도 단양군 도담리,청주기상대(131),37.002,128.3469,147.07,,,,
601,2017-08-25,2023-06-28,단양,충청북도 단양군 별곡리,청주기상대(131),36.9855,128.3669,184.56,,,,
601,2015-07-13,2017-08-25,단양,충청북도 단양군 별곡리,청주기상대(131),36.9855,128.3669,184.21,,,,
601,1990-06-05,2015-07-13,단양,충청북도 단양군 별곡리,충주지역기상서비스센터(127),36.9855,128.3669,184.21,,,,
602,2024-09-11,,진천,충청북도 진천군 성석리,청주기상대(131),36.8634,127.4623,68,,,,
602,2020-04-20,2024-09-11,진천,충청북도 진천군 성석리,청주기상대(131),36.8634,127.4625,111,,,,
602,2011-09-30,2020-04-20,진천,충청북도 진천군 진천읍,청주기상대(131),36.8539,127.4297,93.88,,,,
602,1990-06-06,2011-09-30,진천,충청북도 진천군 교성리,청주기상대(131),36.8539,127.4297,91.98,,,,
603,2021-08-07,,괴산,충청북도 괴산군 서부리,청주기상대(131),36.8161,127.7776,120.2,,,,
603,2017-08-25,2021-08-07,괴산,충청북도 괴산군 서부리,청주기상대(131),36.8161,127.7776,120.2,,,,
603,2001-06-19,2017-08-25,괴산,충청북도 괴산군 서부리,청주기상대(131),36.800,127.800,127,,,,
603,1990-06-07,2001-06-19,괴산,충청북도 괴산군 서부리,청주기상대(131),36.800,127.800,115,,,,
604,2023-10-18,,옥천,충청북도 옥천군 매화리,청주기상대(131),36.300,127.5965,118.05,,,,
604,2015-07-13,2023-10-18,옥천,충청북도 옥천군 매화리,청주기상대(131),36.2999,127.5966,122.64,,,,
604,2005-08-05,2015-07-13,옥천,충청북도 옥천군 매화리,추풍령지역기상서비스센터(135),36.300,127.5965,117.84,,,,
604,1990-06-10,2005-08-05,옥천,충청북도 옥천군 삼양리,대전지방기상청(133),36.300,127.580,110,,,,
605,2023-10-13,,영동,충청북도 영동군 가동리,청주기상대(131),36.160,127.755,143,,,,
605,2022-11-23,2023-10-13,영동,충청북도 영동군 가동리,청주기상대(131),36.160,127.755,143,,,,
605,2015-07-13,2022-11-23,영동,충청북도 영동군 부용리,청주기상대(131),36.1631,127.7598,139.68,,,,
605,1990-06-11,2015-07-13,영동,충청북도 영동군 부용리,추풍령지역기상서비스센터(135),36.1631,127.7598,137.14,,,,
606,2022-09-27,,대산,충청남도 서산시 대죽리,,37.0106,126.3881,23.22,,,,
606,2015-12-23,2022-09-27,대산,충청남도 서산시 대죽리,,37.0106,126.3881,23.22,,,,
606,2011-11-21,2015-12-23,대산,충청남도 서산시 대죽리,,37.011,126.388,16,,,,
606,1999-01-07,2011-11-21,대산,충청남도 서산시 화곡리,홍성기상대(서산 129),36.9984,126.454,14.82,,,,
606,1998-12-08,1999-01-07,대산,충청남도 서산시 화곡리,홍성기상대(서산 129),36.9833,126.450,6,,,,
606,1990-06-07,1998-12-08,대산,충청남도 서산시 화곡리,홍성기상대(서산 129),36.9367,126.4363,29,,,,
607,2022-10-05,,근흥,충청남도 태안군 신진도리,,36.6731,126.1354,6.71,,,,
607,2017-08-25,2022-10-05,근흥,충청남도 태안군 신진도리,,36.6731,126.1354,6.4,,,,
607,1997-11-07,2017-08-25,근흥,충청남도 태안군 신진도리,,36.6667,126.150,8,,,,
607,1990-06-12,1997-11-07,근흥,충청남도 태안군 신진도리,홍성기상대(서산 129),36.680,126.170,10,,,,
608,2012-11-23,2023-11-02,홍북,충청남도 홍성군 월림리,,36.6277,126.6451,86.52,,,,
608,1990-06-17,2012-11-23,봉산,충청남도 예산군 고도리,홍성기상대(서산 129),36.7487,126.6816,43.56,,,,
609,2022-10-13,,삽시도,충청남도 보령시 삽시도리,대전지방기상청(133),36.338,126.3562,39.65,,,,
609,2020-10-23,2022-10-13,삽시도,충청남도 보령시 삽시도리,대전지방기상청(133),36.338,126.3562,39.65,,,,
609,2015-07-13,2020-10-23,삽시도,충청남도 보령시 삽시도리,대전지방기상청(133),36.3379,126.3564,36.1,,,,
609,2014-10-25,2015-07-13,삽시도,충청남도 보령시 삽시도리,보령지역기상서비스센터(235),36.3379,126.3564,36.1,,,,
609,2009-10-15,2014-10-25,삽시도,충청남도 보령시 삽시도리,보령지역기상서비스센터(235),36.3435,126.3518,22.62,,,,
609,1999-09-08,2009-10-15,안면,충청남도 태안군 고남리,홍성기상대(서산 129),36.420,126.440,36,,,,
609,1998-04-24,1999-09-08,안면,충청남도 태안군 고남리,홍성기상대(서산 129),36.4167,126.4333,9,,,,
609,1990-06-12,1998-04-24,안면,충청남도 충청남도 충청남도,홍성기상대(서산 129),36.5183,126.3453,20,,,,
610,2023-10-27,,홍성죽도,충청남도 홍성군 죽도리,,36.520,126.4424,16.88,,,,
610,2017-09-12,2023-10-27,홍성죽도,충청남도 홍성군 죽도리,,36.520,126.4424,16.88,,,,
610,2009-08-19,2017-09-12,홍성,충청남도 홍성군 옥암리,,36.5926,126.6444,49.27,,,,
610,1990-06-14,2009-08-19,홍성,충청남도 홍성군 오관리,홍성기상대(서산 129),36.580,126.630,57,,,,
611,2024-09-12,,세종연서,세종특별자치시  봉암리,대전지방기상청(133),36.5667,127.2806,51,,,,
611,2023-11-01,2024-09-12,세종연서,세종특별자치시  봉암리,대전지방기상청(133),36.5667,127.2806,51,,,,
611,2020-12-15,2023-11-01,세종연서,세종특별자치시  봉암리,대전지방기상청(133),36.5667,127.2806,51,,,,
611,2012-09-01,2020-12-15,세종연서,세종특별자치시  봉암리,대전지방기상청(133),36.5722,127.2836,26.6,,,,
611,2012-07-02,2012-09-01,연기,세종특별자치시  봉암리,대전지방기상청(133),36.5665,127.2797,28.1,,,,
611,2011-10-06,2012-07-02,연기,세종특별자치시  봉암리,천안지역기상서비스센터(232),36.5665,127.2797,28.1,,,,
611,1990-06-07,2011-10-06,연기,세종특별자치시  쌍전리,천안지역기상서비스센터(232),36.570,127.270,25,,,,
612,2022-09-27,,공주,충청남도 공주시 금흥동,대전지방기상청(133),36.4828,127.1365,24,,,,
612,2013-12-19,2022-09-27,공주,충청남도 공주시 금흥동,대전지방기상청(133),36.4828,127.1365,24,,,,
612,2009-11-16,2013-12-19,공주,충청남도 공주시 웅진동,대전지방기상청(133),36.4609,127.1114,49.96,,,,
612,1990-01-07,2009-11-16,공주,충청남도 공주시 신관동,대전지방기상청(133),36.4833,127.100,67,,,,
614,2022-10-07,,서천,충청남도 서천군 계동리,대전지방기상청(133),36.0625,126.7041,9.59,,,,
614,2015-07-13,2022-10-07,서천,충청남도 서천군 계동리,대전지방기상청(133),36.0625,126.7041,9.59,,,,
614,2010-12-14,2015-07-13,서천,충청남도 서천군 계동리,군산기상대(140),36.0622,126.7043,8,,,,
614,1999-04-28,2010-12-14,서천,충청남도 서천군 계동리,군산기상대(140),36.050,126.700,16,,,,
614,1992-05-12,1999-04-28,서천,충청남도 서천군 계동리,대전지방기상청(133),36.050,126.700,8,,,,
615,2024-12-04,,논산,충청남도 논산시 덕지동,대전지방기상청(133),36.2116,127.1082,8.15,,,,
615,2024-09-11,2024-12-04,논산,충청남도 논산시 덕지동,대전지방기상청(133),36.2116,127.1082,8.15,,,,
615,2013-12-24,2024-09-11,논산,충청남도 논산시 덕지동,대전지방기상청(133),36.2116,127.1082,8.15,,,,
615,2009-05-21,2013-12-23,논산,충청남도 논산시 이사리,대전지방기상청(133),36.2276,127.0853,5.91,,,,
615,1997-10-30,2009-05-21,논산,충청남도 논산시 마구평리,대전지방기상청(133),36.1833,127.100,14,,,,
615,1990-06-05,1997-10-30,논산,충청남도 충청남도 충청남도,대전지방기상청(133),36.300,127.1667,10,,,,
616,2023-10-25,,당진,충청남도 당진시 채운동,,36.8894,126.6174,52.4,,,10.000,
616,2010-11-08,2023-10-25,당진,충청남도 당진시 채운동,,36.8894,126.6174,52.4,,,10.000,
616,2000-03-17,2010-11-08,당진,충청남도 당진시 원당동,홍성기상대(서산 129),36.900,126.650,21,,,,
616,1991-11-14,2000-03-17,당진,충청남도 당진시 원당동,홍성기상대(서산 129),36.880,126.620,20,,,,
617,2023-10-13,,직산,충청남도 천안시서북구 군서리,대전지방기상청(133),36.8906,127.1456,27,,,,
617,2021-10-15,2023-10-13,성거,충청남도 천안시서북구 신월리,대전지방기상청(133),36.8782,127.1561,41.03,,,,
617,2015-07-13,2021-10-15,성거,충청남도 천안시서북구 신월리,대전지방기상청(133),36.8782,127.1561,41.03,,,,
617,1991-11-14,2015-07-13,성거,충청남도 천안시서북구 신월리,천안지역기상서비스센터(232),36.8782,127.1561,41.38,,,,
618,2015-07-13,,청양,충청남도 청양군 정좌리,대전지방기상청(133),36.4237,126.7791,98.75,,,10.000,
618,2007-12-17,2015-07-13,청양,충청남도 청양군 정좌리,보령지역기상서비스센터(235),36.4237,126.7791,98.12,,,10.000,
618,1991-11-16,2007-12-13,청양,충청남도 청양군 교월리,홍성기상대(서산 129),36.420,126.780,118,,,,
619,2023-10-21,,음성,충청북도 음성군 평곡리,청주기상대(131),36.923,127.7024,133.44,,,,
619,2015-07-13,2023-10-21,음성,충청북도 음성군 평곡리,청주기상대(131),36.923,127.7024,133.44,,,,
619,2010-11-09,2015-07-13,음성,충청북도 음성군 평곡리,충주지역기상서비스센터(127),36.9444,127.6845,161.02,,,,
619,2001-06-19,2010-11-09,음성,충청북도 음성군 용산리,충주지역기상서비스센터(127),36.930,127.680,163,,,,
619,1991-11-23,2001-06-19,음성,충청북도 음성군 용산리,충주지역기상서비스센터(127),36.930,127.680,145,,,,
620,2020-10-14,,엄정,충청북도 충주시 율능리,청주기상대(131),37.0737,127.9035,65.43,,,,
620,2015-07-13,2020-10-14,엄정,충청북도 충주시 율능리,청주기상대(131),37.0737,127.9035,65.43,,,,
620,2011-12-19,2015-07-13,엄정,충청북도 충주시 율능리,충주지역기상서비스센터(127),37.0737,127.9035,63.53,,,,
620,2001-06-19,2011-12-19,엄정,충청북도 충주시 용산리,충주지역기상서비스센터(127),37.0865,127.9152,77.61,,,,
620,1992-11-17,2001-06-19,엄정,충청북도 충주시 용산리,충주지역기상서비스센터(127),37.0828,127.9164,95,,,,
621,2021-07-31,,수산,충청북도 제천시 하천리,청주기상대(131),36.9733,128.2142,147.63,,,,
621,2015-07-13,2021-07-31,수산,충청북도 제천시 하천리,청주기상대(131),36.9733,128.2142,147.63,,,,
621,2012-12-21,2015-07-13,수산,충청북도 제천시 하천리,충주지역기상서비스센터(127),36.9732,128.2142,147.26,,,,
621,1992-11-18,2012-12-21,청풍,충청북도 제천시 물태리,충주지역기상서비스센터(127),37.0003,128.1678,185.72,,,,
622,2021-07-29,,수안보,충청북도 충주시 안보리,청주기상대(131),36.8391,128.0079,228.09,,,,
622,2015-07-13,2021-07-29,수안보,충청북도 충주시 안보리,청주기상대(131),36.8391,128.0079,228.09,,,,
622,2010-07-13,2015-07-13,수안보,충청북도 충주시 안보리,충주지역기상서비스센터(127),36.8391,128.0079,232.11,,,,
622,2001-06-19,2010-07-13,수안보,충청북도 충주시 온천리,충주지역기상서비스센터(127),36.842,127.9939,195,,,,
622,1992-11-17,2001-06-19,수안보,충청북도 충주시 온천리,충주지역기상서비스센터(127),36.842,127.9939,195,,,,
623,2010-07-30,,증평,충청북도 증평군 연탄리,청주기상대(131),36.7956,127.562,74.72,,,10.000,
623,2007-07-28,2010-07-30,증평,충청북도 증평군 덕상리,충주지역기상서비스센터(127),36.780,127.580,102,,,,
623,2001-06-19,2007-07-28,증평,충청북도 증평군 덕상리,충주지역기상서비스센터(127),36.780,127.580,102,,,,
623,1992-11-20,2001-06-19,증평,충청북도 증평군 덕상리,청주기상대(131),36.780,127.580,102,,,,
624,2022-10-25,,상당,충청북도 청원군 미원리,청주기상대(131),36.6244,127.6571,224.25,,,,
624,2021-08-06,2022-10-25,상당,충청북도 청원군 미원리,청주기상대(131),36.6244,127.6571,244,,,,
624,2018-05-08,2021-08-06,상당,충청북도 청원군 미원리,청주기상대(131),36.6244,127.6571,244,,,,
624,2014-07-01,2018-05-08,상당,충청북도 청원군 미원리,청주기상대(131),36.6294,127.6588,244,,,,
624,1992-11-16,2014-07-01,청원,충청북도 청원군 미원리,청주기상대(131),36.6294,127.6588,244,,,,
625,2023-11-01,,속리산,충청북도 보은군 상판리,청주기상대(131),36.5164,127.8156,325,,,,
625,2022-11-24,2023-11-01,속리산,충청북도 보은군 상판리,청주기상대(131),36.5164,127.8156,325,,,,
625,1992-11-15,2022-11-24,속리산,충청북도 보은군 상판리,청주기상대(131),36.5172,127.8167,328.17,,,,
626,2024-12-04,,옥천청산,충청북도 옥천군 예곡리,청주기상대(131),36.3529,127.8216,120.57,,,,
626,2020-10-13,2024-12-04,옥천청산,충청북도 옥천군 대성리,청주기상대(131),36.3705,127.8154,122.63,,,,
626,2016-08-01,2020-10-13,옥천청산,충청북도 옥천군 대성리,청주기상대(131),36.3705,127.8154,122.63,,,,
626,2015-07-13,2016-08-01,청산,충청북도 옥천군 대성리,청주기상대(131),36.3709,127.8156,120.73,,,,
626,2015-04-13,2015-07-13,청산,충청북도 옥천군 대성리,,36.3709,127.8156,120.73,,,,
626,1992-11-17,2015-04-13,청산,충청북도 옥천군 지전리,추풍령지역기상서비스센터(135),36.3709,127.8156,120.24,,,,
627,2024-12-21,,태안,충청남도 태안군 평천리,,36.754,126.3295,14.94,,,,
627,2007-07-21,2024-12-21,태안,충청남도 태안군 남문리,,36.7585,126.2964,41.94,,,,
627,1992-11-17,2007-07-20,태안,충청남도 태안군 남문리,홍성기상대(서산 129),36.7544,126.2988,41,,,,
